logged_at,action,balance,equity,position,price,pnl,reason,candle_open_time,prediction,probability_up,confidence
2026-05-11T06:22:35.494286+00:00,OPEN,100.0,100.0,DOWN,80824.52,0.0,new_signal,2026-05-11T06:15:00+00:00,DOWN,0.26174904443069924,0.7382509555693008
